term_key,search_term,ads_campaigns,ads_ad_groups,impressions_ads,clicks_ads,cost_ads,conversions_ads,search_budget_lost_impression_share,ctr_ads,avg_cpc_ads,cpa_ads,query_sc,clicks_sc,impressions_sc,ctr_sc,position_sc,source_match,intent,is_branded,is_priority_product,is_competitor_or_third_party,is_coupon_or_freebie,expected_ctr_sc,opportunity_score,recommended_action,priority,reason,ads_breakdown_summary,revenue_upside_50pct_scale,estimated_revenue_potential_new_kw
kit colágeno,kit colágeno,WG_Search | Soluções | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | todos,29.0,1.0,0.47,0.0,0.0793697977877321,0.034482758620689655,0.47,,kit colágeno,1.0,31.0,0.03225806451612903,5.65,ads+search_console,COMPRADOR,False,False,False,False,0.02,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
anti cravos,anti cravos,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd,search | produtos de skincare | shopping | best sellers,7.0,1.0,0.47,0.0,0.1216678938796651,0.14285714285714285,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
cera de cabelo,cera de cabelo,WG_Shopping | Portfólio Geral | nbd,todos,6.0,1.0,0.47,0.0,0.0019842830030239,0.16666666666666666,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
clareador de melasma potente,clareador de melasma potente,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,22.0,1.0,0.47,0.0,0.1216678938796651,0.045454545454545456,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
creme ao redor dos olhos,creme ao redor dos olhos,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,26.0,1.0,0.47,0.0,0.1216678938796651,0.038461538461538464,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme bolsa embaixo olhos,creme bolsa embaixo olhos,WG_Shopping | Best Sellers | nbd,shopping | best sellers,17.0,1.0,0.47,0.0,0.1216678938796651,0.058823529411764705,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
creme olheiras eucerin,creme olheiras eucerin,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme para olheiras | shopping | best sellers | todos,29.0,1.0,0.47,0.0,0.1216678938796651,0.034482758620689655,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | creme para olheiras: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme para o rosto da,creme para o rosto da,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,14.0,1.0,0.47,0.0,0.1216678938796651,0.07142857142857142,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme para área dos olhos boticário,creme para área dos olhos boticário,WG_Shopping | Best Sellers | nbd,shopping | best sellers,24.0,1.0,0.47,0.0,0.1216678938796651,0.041666666666666664,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
kit de produtos para pele,kit de produtos para pele,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,8.0,1.0,0.47,0.0,0.1216678938796651,0.125,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
live da natura,live da natura,WG_Shopping | Portfólio Geral | nbd,todos,1.0,1.0,0.47,0.0,0.0019842830030239,1.0,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
melhor creme para pele seca rosto,melhor creme para pele seca rosto,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,6.0,1.0,0.47,0.0,0.1216678938796651,0.16666666666666666,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
necessaire pink,necessaire pink,WG_Shopping | Portfólio Geral | nbd,todos,2.0,1.0,0.47,0.0,0.0019842830030239,0.5,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
patch para olheiras,patch para olheiras,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,11.0,1.0,0.47,0.0,0.1216678938796651,0.09090909090909091,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
produto coreano para poros dilatados,produto coreano para poros dilatados,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos coreanos para pele | search | produtos de skincare | search | skin care coreano | shopping | best sellers,85.0,1.0,0.47,0.0,0.1216678938796651,0.011764705882352941,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | skin care coreano: custo R$0.47, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
produtos com cafeina para olheiras,produtos com cafeina para olheiras,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,30.0,1.0,0.47,0.0,0.1216678938796651,0.03333333333333333,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
produtos para clarear manchas na pele,produtos para clarear manchas na pele,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4.0,1.0,0.47,0.0,0.1216678938796651,0.25,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
qual melhor creme para clarear olheiras,qual melhor creme para clarear olheiras,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,27.0,1.0,0.47,0.0,0.1216678938796651,0.037037037037037035,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
qual o melhor creme rejuvenescedor para o rosto,qual o melhor creme rejuvenescedor para o rosto,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,13.0,1.0,0.47,0.0,0.1216678938796651,0.07692307692307693,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
qual o melhor hidratante para o rosto pele madura,qual o melhor hidratante para o rosto pele madura,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,34.0,1.0,0.47,0.0,0.1216678938796651,0.029411764705882353,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
renova be,renova be,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,165.0,1.0,0.47,0.0,0.1216678938796651,0.006060606060606061,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
sabonete clareador melasma,sabonete clareador melasma,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,11.0,1.0,0.47,0.0,0.1216678938796651,0.09090909090909091,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
skin care coreana pele oleosa,skin care coreana pele oleosa,WG_Shopping | Best Sellers | nbd,shopping | best sellers,6.0,1.0,0.47,0.0,0.1216678938796651,0.16666666666666666,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
skin care gravida,skin care gravida,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,18.0,1.0,0.47,0.0,0.1216678938796651,0.05555555555555555,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
skin care profissional,skin care profissional,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,19.0,1.0,0.47,0.0,0.1216678938796651,0.05263157894736842,0.47,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.47, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
sérum anti sinais,sérum anti sinais,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,16.0,1.0,0.47,0.0,0.1216678938796651,0.0625,0.47,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.47, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
skincare arroz,skincare arroz,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,27.0,1.0,0.46977,0.0,0.1216678938796651,0.037037037037037035,0.46977,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.47, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
skin care coreano para manchas,skin care coreano para manchas,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | skin care coreano | shopping | best sellers | todos,18.0,1.0,0.468444,0.0,0.1216678938796651,0.05555555555555555,0.468444,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | skin care coreano: custo R$0.47, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
marca japonesa skincare,marca japonesa skincare,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,27.0,1.0,0.46,0.0,0.1216678938796651,0.037037037037037035,0.46,,marca japonesa skincare,0.0,12.0,0.0,50.75,ads+search_console,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
bepantol para o rosto com rosa mosqueta,bepantol para o rosto com rosa mosqueta,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5.0,1.0,0.46,0.0,0.1216678938796651,0.2,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
clareamento facial,clareamento facial,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,25.0,1.0,0.46,0.0,0.1216678938796651,0.04,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme firmador para olhos,creme firmador para olhos,WG_Shopping | Best Sellers | nbd,shopping | best sellers,7.0,1.0,0.46,0.0,0.1216678938796651,0.14285714285714285,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
creme gotas de colageno,creme gotas de colageno,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,38.0,1.0,0.46,0.0,0.1216678938796651,0.02631578947368421,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
creme hidratante para pele oleosa,creme hidratante para pele oleosa,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,109.0,1.0,0.46,0.0,0.1216678938796651,0.009174311926605505,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme hidratante para rosto pele madura,creme hidratante para rosto pele madura,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,42.0,1.0,0.46,0.0,0.1216678938796651,0.023809523809523808,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme para clarear a pele coreano,creme para clarear a pele coreano,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos coreanos para pele | shopping | best sellers | todos,15.0,1.0,0.46,0.0,0.1216678938796651,0.06666666666666667,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme para poros abertos,creme para poros abertos,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,69.0,1.0,0.46,0.0,0.1216678938796651,0.014492753623188406,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme pele ressecada,creme pele ressecada,WG_Shopping | Portfólio Geral | nbd,todos,2.0,1.0,0.46,0.0,0.0019842830030239,0.5,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
hidratante facial asiatico,hidratante facial asiatico,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,39.0,1.0,0.46,0.0,0.1216678938796651,0.02564102564102564,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
hidratante facial bastao,hidratante facial bastao,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,42.0,1.0,0.46,0.0,0.1216678938796651,0.023809523809523808,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
hidratantes pele madura,hidratantes pele madura,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,10.0,1.0,0.46,0.0,0.1216678938796651,0.1,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
kit pele oleosa,kit pele oleosa,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | kit de skincare | search | produtos de skincare | shopping | best sellers | todos,122.0,1.0,0.46,0.0,0.1216678938796651,0.00819672131147541,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | kit de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
kit serum,kit serum,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,73.0,1.0,0.46,0.0,0.1216678938796651,0.0136986301369863,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
kit skincare pele negra,kit skincare pele negra,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,38.0,1.0,0.46,0.0,0.1216678938796651,0.02631578947368421,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
kit skincare wepink,kit skincare wepink,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,44.0,3.0,0.46,0.0,0.1216678938796651,0.06818181818181818,0.15333333333333335,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
magic cream,magic cream,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,291.0,2.0,0.46,0.0,0.1216678938796651,0.006872852233676976,0.23,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
